time,clock_signal,voltage,pbit_response,probability
0.0,0,0.23994994032079653,0.0,0.6177242327620084
0.0010000333344444814,1,0.23994994032079653,0.0,0.6177242327620084
0.002000066668888963,1,0.23994994032079653,0.0,0.6177242327620084
0.003000100003333444,1,0.23994994032079653,0.0,0.6177242327620084
0.004000133337777926,1,0.23994994032079653,0.0,0.6177242327620084
0.005000166672222407,1,0.23994994032079653,0.0,0.6177242327620084
0.006000200006666888,1,0.23994994032079653,0.0,0.6177242327620084
0.00700023334111137,1,0.23994994032079653,0.0,0.6177242327620084
0.008000266675555852,1,0.23994994032079653,0.0,0.6177242327620084
0.009000300010000333,1,0.23994994032079653,0.0,0.6177242327620084
0.010000333344444815,1,0.23994994032079653,0.0,0.6177242327620084
0.011000366678889296,1,0.23994994032079653,0.0,0.6177242327620084
0.012000400013333776,1,0.23994994032079653,0.0,0.6177242327620084
0.013000433347778258,1,0.23994994032079653,0.0,0.6177242327620084
0.01400046668222274,1,0.23994994032079653,0.0,0.6177242327620084
0.015000500016667221,1,0.23994994032079653,0.0,0.6177242327620084
0.016000533351111703,1,0.23994994032079653,0.0,0.6177242327620084
0.017000566685556183,1,0.23994994032079653,0.0,0.6177242327620084
0.018000600020000666,1,0.23994994032079653,0.0,0.6177242327620084
0.019000633354445146,1,0.23994994032079653,0.0,0.6177242327620084
0.02000066668888963,1,0.23994994032079653,0.0,0.6177242327620084
0.02100070002333411,1,0.23994994032079653,0.0,0.6177242327620084
0.022000733357778593,1,0.23994994032079653,0.0,0.6177242327620084
0.023000766692223073,1,0.23994994032079653,0.0,0.6177242327620084
0.024000800026667553,1,0.23994994032079653,0.0,0.6177242327620084
0.025000833361112036,1,0.23994994032079653,0.0,0.6177242327620084
0.026000866695556516,1,0.23994994032079653,0.0,0.6177242327620084
0.027000900030001,1,0.23994994032079653,0.0,0.6177242327620084
0.02800093336444548,1,0.23994994032079653,0.0,0.6177242327620084
0.029000966698889963,1,0.23994994032079653,0.0,0.6177242327620084
0.030001000033334443,1,0.23994994032079653,0.0,0.6177242327620084
0.031001033367778926,1,0.23994994032079653,0.0,0.6177242327620084
0.032001066702223406,1,0.23994994032079653,0.0,0.6177242327620084
0.03300110003666789,1,0.23994994032079653,0.0,0.6177242327620084
0.034001133371112366,1,0.23994994032079653,0.0,0.6177242327620084
0.03500116670555685,1,0.23994994032079653,0.0,0.6177242327620084
0.03600120004000133,1,0.23994994032079653,0.0,0.6177242327620084
0.037001233374445816,1,0.23994994032079653,0.0,0.6177242327620084
0.03800126670889029,1,0.23994994032079653,0.0,0.6177242327620084
0.039001300043334776,1,0.23994994032079653,0.0,0.6177242327620084
0.04000133337777926,1,0.23994994032079653,0.0,0.6177242327620084
